cost        CG2        HBCS        ScaleStar        OPT
1        929.72        1016.82        867.92        867.92
2        628.01        1016.82        629.92        628.01
3        605.42        812.82        605.42        536.24
4        526.22        577.82        524.52        491.22
5        411.26        533.19        413.18        411.26
6        404.64        397.62        407.38        373.51
7        387.93        397.62        378.04        352.91
8        338.38        330.02        346.03        327.28
9        330.98        330.02        346.03        311.98
10        322.62        330.02        346.03        302.07
11        302.07        330.02        346.03        292.23
12        293.38        320.41        346.03        282.93
13        281.96        318.5        346.03        276.22
14        277.33        318.5        346.03        267.87
15        270.51        300.93        346.03        261.11
16        267.35        294.53        346.03        257.35
17        260.84        294.53        346.03        252.74
18        255.56        294.53        346.03        249.25
19        250.55        294.53        346.03        249.06
20        249.06        249.06        346.03        249.06
