cost        CG2        HBCS        ScaleStar        OPT
1        674.05        825.78        674.05        674.05
2        517.65        631.98        530.97        505.33
3        447.1        535.08        494.56        436.64
4        374        535.08        404.32        354.88
5        339.36        492.01        340.99        323.14
6        311.95        365.36        331.08        298.78
7        286.8        475.86        298.78        275.19
8        275.29        285.88        277.67        263.83
9        261.52        261.52        277.67        253.27
10        249.33        250.96        277.67        242.35
11        239.57        244.63        277.67        234.39
12        235.73        240.41        277.67        227.5
13        228.88        237.39        277.67        221.45
14        223.43        237.39        277.67        216.14
15        218.21        237.39        277.67        210.76
16        212.75        235.76        277.67        206.92
17        209.65        226.07        277.67        203.91
18        206.27        225.39        277.67        200.6
19        203.62        225.39        277.67        200.6
20        200.6        220.44        277.67        200.6
