cost        CG2        HBCS        ScaleStar        OPT
1        1108.1        1285.54        1218.6        1108.1
2        863.51        1094.08        863.51        852.25
3        749.19        1011.7        783.4        727.72
4        616.8        781.56        651.01        616.8
5        557.58        748.2        557.58        545.68
6        519.48        565.38        530.88        504.67
7        479.1        507.62        486.75        475.35
8        460.54        447.44        460.54        443.86
9        434.09        494.84        460.54        424.81
10        413.9        426.79        460.54        404.62
11        404.62        421.55        460.54        391.38
12        391.04        421.55        460.54        381.53
13        381.07        421.55        460.54        371.06
14        367.35        408.52        460.54        362.86
15        362.01        408.52        460.54        355.37
16        355.37        395.17        460.54        348.59
17        346.58        387.5        460.54        342.23
18        342.77        387.5        460.54        336.37
19        337.48        387.5        460.54        332.72
20        332.72        332.72        460.54        332.72
