cost        CG2        HBCS        ScaleStar        OPT
1        1102.2        1199.74        1109.42        1102.2
2        828.29        1100.92        828.29        828.29
3        706.1        1067.99        729.47        697.81
4        601.34        881.2        655.81        601.34
5        532.35        613.52        532.35        523
6        499.41        536.24        499.41        488.85
7        468.1        618.48        478.65        456.7
8        431.8        445.72        437.5        426.52
9        421.03        416.92        437.5        410.05
10        399.68        407.33        437.5        393.87
11        383.49        400.74        437.5        377.79
12        374.49        398        437.5        367.91
13        364.48        387.62        437.5        355.92
14        352.5        387.62        437.5        348.11
15        345.91        387.62        437.5        339.48
16        338.93        371.15        437.5        333.46
17        330.57        371.15        437.5        326.66
18        326.54        371.15        437.5        321.78
19        320.44        366.76        437.5        317.7
20        316.07        316.07        437.5        316.07
