cost        CG2        HBCS        ScaleStar        OPT
1        868.07        960.51        888.48        868.07
2        648.78        877        659.9        648.78
3        565.26        849.16        576.38        565.26
4        484.3        669.81        503.64        484.3
5        420.2        541.25        422.68        420.2
6        392.36        458.45        394.84        392.36
7        365.37        431.46        372.03        365.37
8        341.96        417.96        345.04        341.96
9        328.04        409.87        345.04        328.04
10        314.55        404.47        345.04        314.55
11        302.71        318.05        345.04        301.85
12        293.87        304.14        345.04        293.38
13        285.78        290.14        345.04        285.43
14        277.2        286.28        345.04        277.2
15        271.81        283.32        345.04        271.64
16        266.41        283.32        345.04        266.24
17        261.25        283.32        345.04        261.25
18        257.27        283.32        345.04        257.27
19        253.41        283.32        345.04        253.25
20        249.28        249.28        345.04        249.28
