cost        CG2        HBCS        ScaleStar        OPT
1        1102        1093.76        1102        1011.65
2        771.4        871.06        771.4        771.4
3        731.73        929.15        678.96        662.3
4        590.51        754.05        591.15        582.61
5        517.37        624.42        518.1        508.18
6        481.27        521.31        471        464.95
7        434.89        503.06        434.89        433.99
8        416.65        438.25        417.38        414.31
9        394.91        405.84        417.38        391.17
10        378.77        389.84        417.38        375.81
11        366.28        379.03        417.38        359.99
12        351.88        375.95        417.38        350.01
13        340.95        375.95        417.38        340.26
14        336.07        375.95        417.38        329.9
15        326.4        360.54        417.38        322.24
16        319.18        360.54        417.38        315.57
17        315.92        360.54        417.38        311.52
18        311.35        352.4        417.38        306.11
19        303.86        352.4        417.38        303.11
20        301.53        301.53        417.38        301.53
