cost        CG2        HBCS        ScaleStar        OPT
1        1103.52        1288.61        1139.01        1095.88
2        817.92        1092.48        817.92        817.92
3        719.11        1038.64        712.74        712.74
4        615.2        853.13        634.82        613.93
5        531.12        788.81        536.01        531.12
6        494.43        566.04        495.7        494.43
7        459.44        467.23        467.23        459.01
8        429.97        434.29        434.29        429.97
9        413.5        417.82        434.29        413.5
10        397.85        407.94        434.29        397.21
11        386.09        399.9        434.29        381.56
12        370.55        388.61        434.29        369.57
13        359.69        372.96        434.29        359.69
14        349.92        372.96        434.29        349.92
15        342.58        372.96        434.29        342.42
16        336.32        371.08        434.29        335.08
17        328.82        366.76        434.29        328.82
18        324.12        366.76        434.29        323.47
19        319.11        361.93        434.29        318.76
20        313.75        313.75        434.29        313.75
