cost        CG2        HBCS        ScaleStar        OPT
1        746.16        686.32        712.68        685.9
2        505.64        606.64        506.12        505.64
3        494.71        580.08        426.44        419.35
4        406.73        470.41        388.31        384.7
5        327.13        470.41        327.55        327.13
6        320.18        470.41        300.99        300.51
7        293.62        343.9        294.1        282.98
8        266.23        343.9        270.96        266.23
9        260.6        265.42        270.96        252.8
10        247.26        255.94        270.96        242.68
11        237.78        255.94        270.96        233.88
12        230.55        255.94        270.96        225.42
13        222.31        255.94        270.96        219.13
14        216.41        251.55        270.96        214.55
15        213.7        242.54        270.96        209.85
16        206.64        229.26        270.96        206.05
17        205.09        229.26        270.96        202.84
18        200.9        229.26        270.96        200.04
19        197.1        229.26        270.96        197.1
20        195.75        195.75        270.96        195.75
