cost        CG2        HBCS        ScaleStar        OPT
1        838.68        1025.46        855.68        834.64
2        611.58        613.21        611.58        606.84
3        521.62        512.06        602.38        506.61
4        431.1        686.67        501.22        415.59
5        397.88        476.72        397.88        389.98
6        366.82        368.91        396.25        357.11
7        336.75        333.92        362.53        326.73
8        323.54        340.46        327.54        312.88
9        307.81        310.05        327.54        299.56
10        292.37        293.19        327.54        284.44
11        285.86        282.69        327.54        275.74
12        277.27        275.69        327.54        267.12
13        270.71        275.69        327.54        260.59
14        262.55        275.69        327.54        254.1
15        256.83        270.69        327.54        248.32
16        253.19        269.88        327.54        243.99
17        247.76        269.88        327.54        240.27
18        243.51        269.88        327.54        236.63
19        241.45        269.88        327.54        236.63
20        236.63        236.63        327.54        236.63
