cost        CG2        HBCS        ScaleStar        OPT
1        824.68        917.96        841.25        824.68
2        616.64        782.39        616.64        616.64
3        539.5        543.96        543.96        539.5
4        458.11        500.68        461.94        458.11
5        401.59        427.8        401.59        400.74
6        375.88        410.37        377.36        375.88
7        350.02        472        350.02        347.97
8        325.12        348.75        332.1        325.12
9        312.27        329.3        332.1        311.17
10        299.34        348.89        332.1        298.17
11        286.56        295.34        332.1        286.56
12        278.85        287.14        332.1        278.85
13        271.09        283.95        332.1        271.09
14        264.61        276.96        332.1        264.61
15        259.26        276.96        332.1        258.9
16        254.3        267.33        332.1        253.3
17        250.21        267.33        332.1        248.66
18        244.67        267.33        332.1        244.63
19        241.48        260.87        332.1        241.37
20        237.26        237.26        332.1        237.26
