cost        CG2        HBCS        ScaleStar        OPT
1        740.58        855.75        760.55        714.65
2        552.09        660.04        552.09        550.6
3        474.74        488.12        488.76        473.25
4        398.24        471.34        431.53        398.24
5        354.18        422.6        354.18        348.65
6        329.74        371.53        333.07        322.87
7        311.61        345.75        316.28        302.65
8        287.06        332.86        290.5        284.3
9        277.61        325.12        290.5        270.88
10        263.02        269.87        290.5        257.99
11        255.23        311.57        290.5        250.19
12        247.49        253.56        290.5        242.45
13        242.33        250.01        290.5        235.72
14        234.06        250.01        290.5        230.56
15        228.9        242.89        290.5        225.55
16        224.44        242.89        290.5        221.06
17        219.95        235.1        290.5        216.76
18        216.27        235.1        290.5        213.55
19        212.89        235.1        290.5        209.87
20        209.87        209.87        290.5        209.87
