cost        CG2        HBCS        ScaleStar        OPT
1        1131.8        1155.39        1155.39        1107.58
2        846.2        1044.04        848.4        846.2
3        746.29        1011.1        746.29        725.92
4        621.16        799.52        620.53        620.53
5        541.42        747.46        542.08        541.09
6        507.05        580.79        509.14        504
7        468.23        472.2        468.91        468.23
8        437.73        437.73        441.07        437.73
9        421.26        433.6        441.07        420.49
10        407.46        407.69        441.07        402.92
11        387.22        418.39        441.07        387.22
12        376.24        396.89        441.07        376.24
13        367.39        387.05        441.07        366.14
14        355.82        387.05        441.07        355.82
15        348.92        370.58        441.07        348.92
16        342.54        370.58        441.07        341.66
17        334.78        363.16        441.07        334.78
18        329.48        363.16        441.07        329.48
19        325.64        363.16        441.07        324.46
20        319.44        319.44        441.07        319.44
