cost        CG2        HBCS        ScaleStar        OPT
1        779.58        902.61        779.58        779.58
2        607.56        693.51        609.43        600.82
3        512.85        668.58        538.39        507.79
4        434.44        537.43        467.48        432.99
5        388.04        500.42        389.92        379.68
6        355.64        459.87        364.99        352.87
7        329.5        367.75        342.6        329.36
8        314.87        316.75        316.75        310.2
9        301.28        299.18        316.75        295.85
10        286.54        295.36        316.75        282.79
11        277.18        286.26        316.75        272.59
12        268.93        284.43        316.75        263.44
13        262.22        284.43        316.75        255.6
14        257.23        284.43        316.75        249.7
15        249.47        284.43        316.75        244.71
16        244.46        271.97        316.75        239.64
17        241.43        266.16        316.75        235.6
18        235.73        266.16        316.75        231.99
19        232.53        266.16        316.75        228.84
20        228.84        228.84        316.75        228.84
