cost        CG2        HBCS        ScaleStar        OPT
1        520.68        593        559.42        495.67
2        398.92        483.14        398.92        398.92
3        344.94        440.14        333.11        327.38
4        298.72        376.53        297.84        288.66
5        254.17        365.05        255.48        254.17
6        233.1        260.65        232.67        232.25
7        216.9        260.65        220.91        216.9
8        206.36        207.67        207.67        201.04
9        195.16        201.04        207.67        192.26
10        187.33        197.07        207.67        183.71
11        178.48        188.54        207.67        178.44
12        176.79        186.65        207.67        172.9
13        170.72        186.65        207.67        168.11
14        167.32        180.98        207.67        163.46
15        163.77        180.98        207.67        159.51
16        159.5        180.98        207.67        156.86
17        156.08        175.25        207.67        153.35
18        154.97        175.25        207.67        151.67
19        151.67        175.25        207.67        150.03
20        150.03        150.03        207.67        150.03
