cost        CG2        HBCS        ScaleStar        OPT
1        1054.93        1250.21        1099.55        1054.93
2        837.54        839.24        837.54        836.69
3        710.68        720.18        793.34        710.68
4        587        654.79        587        587
5        549.32        579.21        549.32        528.29
6        510.36        651.75        530.26        488.26
7        461.48        461.48        461.48        461.48
8        450.01        436.76        453.83        436.51
9        426.99        444.41        453.83        415.2
10        406.09        467.36        453.83        394.3
11        396.43        432.94        453.83        381.62
12        383.91        413.32        453.83        367.96
13        370.08        410.7        453.83        358.73
14        366.74        410.7        453.83        349.35
15        355.79        400.46        453.83        342.62
16        346.56        400.46        453.83        337.68
17        341.39        400.46        453.83        332.6
18        337.58        400.46        453.83        327.87
19        331.07        390.93        453.83        327.87
20        327.87        327.87        453.83        327.87
