cost        CG2        HBCS        ScaleStar        OPT
1        831.53        974.96        884.7        831.53
2        631.78        776.54        654.35        631.78
3        556.81        746.17        575.25        541.46
4        472.83        672.01        477.71        472.83
5        406.88        586.8        412.53        406.88
6        384        544.28        388.04        376.78
7        353.9        416.72        365.16        353.9
8        330.31        335.12        335.12        330.31
9        318.87        324.92        335.12        317.43
10        303.82        313.99        335.12        303.82
11        294.43        306.99        335.12        292.14
12        284.68        295.55        335.12        282.81
13        275.65        295.55        335.12        274.12
14        270.02        295.55        335.12        268.09
15        263.61        295.55        335.12        262.07
16        257.49        288.1        335.12        257.23
17        252.36        278.43        335.12        252.3
18        250.47        278.43        335.12        248.01
19        246.18        278.43        335.12        244.79
20        242.11        242.11        335.12        242.11
