cost        CG2        HBCS        ScaleStar        OPT
1        861.65        979.8        880.35        848.9
2        637.46        738.61        637.46        637.46
3        555.86        668.7        558.34        551.82
4        474.62        575.7        484.25        469.37
5        410.65        490.41        410.65        410.65
6        384.94        412.64        385.22        382.39
7        357.32        386.22        361.92        357.32
8        334.83        374.42        338.33        334.83
9        320.55        331.43        338.33        320.55
10        308.16        313.48        338.33        308.16
11        298.14        307.49        338.33        295.83
12        288.07        295.84        338.33        287.52
13        279.59        289.41        338.33        279.59
14        272.03        289.41        338.33        272.03
15        265.91        289.41        338.33        265.91
16        260.85        289.41        338.33        260.53
17        255.76        289.41        338.33        255.73
18        251.8        282.68        338.33        251.69
19        247.76        281.27        338.33        247.76
20        244.43        244.43        338.33        244.43
