cost        CG2        HBCS        ScaleStar        OPT
1        1535.05        1818.52        1542.7        1535.05
2        1198.88        1567.99        1198.88        1198.88
3        1011.24        1271.55        1026.54        1011.24
4        839.32        1072.79        927.73        839.32
5        755.81        1012.02        755.81        726.2
6        693.27        752.77        698.37        693.27
7        635.96        637.24        665.43        635.96
8        608.12        623.14        608.12        591.66
9        576.85        579.47        608.12        565.31
10        562.3        564.92        608.12        548.2
11        534.28        548.45        608.12        524.4
12        524.4        544.29        608.12        508.21
13        506.78        544.29        608.12        498.33
14        489.98        535.83        608.12        483.39
15        483.39        521.91        608.12        471.64
16        471.64        521.91        608.12        462.28
17        460.44        521.91        608.12        455.73
18        455.73        521.91        608.12        447.34
19        447.34        516.27        608.12        439.34
20        439.34        439.34        608.12        439.34
