cost        CG2        HBCS        ScaleStar        OPT
1        821.08        889.45        875.48        821.08
2        631.74        806.15        652.78        631.74
3        540.79        756.76        572.03        540.79
4        454.46        646.47        490.43        454.46
5        407.55        480.51        415.41        407.55
6        377.23        402.95        377.23        377.23
7        349.25        440.42        361.3        349.25
8        327.05        365.44        336.29        327.05
9        317.2        357.94        336.29        312.4
10        303.42        311.08        336.29        296.73
11        294.18        302.96        336.29        287.19
12        285.85        299.39        336.29        278.35
13        275.74        291.42        336.29        271.66
14        269.29        291.42        336.29        265.18
15        264.53        277.54        336.29        259.67
16        257.81        277.54        336.29        254.26
17        254.06        277.54        336.29        250.07
18        250.29        273.96        336.29        245.59
19        246.72        273.96        336.29        242.95
20        242.95        242.95        336.29        242.95
