cost        CG2        HBCS        ScaleStar        OPT
1        658.4        785.48        700.48        658.4
2        512.84        649.9        512.84        492.65
3        432.51        583.81        479.05        419.76
4        366.42        562.92        408.5        346.24
5        331.36        384.2        332.64        318.08
6        301.44        300.48        318.08        293.47
7        280.54        272.57        297.19        269.28
8        266.94        269.28        269.28        257.13
9        254.72        255.32        269.28        244.88
10        243.18        244.88        269.28        235.43
11        233.14        236.5        269.28        227.9
12        228.15        230.92        269.28        221.88
13        221.8        226.93        269.28        216.25
14        216.25        226.93        269.28        211.58
15        212.55        226.93        269.28        206.97
16        208.41        226.93        269.28        202.79
17        204.71        221.3        269.28        199.56
18        201.24        221.3        269.28        196.13
19        197.74        221.3        269.28        195.33
20        195.33        195.33        269.28        195.33
