cost        CG2        HBCS        ScaleStar        OPT
1        1600.25        1825.08        1657.62        1600.25
2        1222.21        1400.71        1223.7        1222.21
3        1055.61        1469.85        1082.88        1055.61
4        921.53        1234.61        890.71        890.71
5        781.7        1019.35        782.2        781.7
6        726.17        972.67        739.27        726.17
7        681.47        767.68        683.74        681.47
8        632.77        639.04        639.04        632.77
9        606.78        621.97        639.04        606.78
10        582.66        596.24        639.04        582.66
11        561.44        583.54        639.04        561.44
12        543.83        578.95        639.04        543.83
13        527.76        561.99        639.04        527.76
14        514.88        561.99        639.04        514.88
15        505.55        561.99        639.04        503.89
16        494.84        543.03        639.04        494.56
17        483.85        532.79        639.04        483.85
18        477.18        532.79        639.04        476.78
19        469.53        532.79        639.04        469.53
20        461.68        461.68        639.04        461.68
