cost        CG2        HBCS        ScaleStar        OPT
1        998.88        1106.82        1011.2        998.88
2        757.69        1007.8        757.69        757.69
3        656.54        887.67        665.04        653.56
4        566.44        696.84        564.1        557.94
5        490.65        559.07        490.65        490.65
6        457.64        589.46        457.64        455.94
7        423.71        551.6        437.8        423.71
8        397.15        404.97        401.04        397.15
9        380.64        382.66        401.04        379.79
10        365.27        373.63        401.04        363.85
11        349.05        361.59        401.04        349.05
12        339.47        355.02        401.04        339.47
13        329.92        355.02        401.04        329.92
14        321.57        340.11        401.04        321.57
15        314.97        340.11        401.04        314.97
16        309.17        339.15        401.04        308.66
17        303.19        334.62        401.04        303.08
18        298.27        334.62        401.04        298.27
19        294.13        330.24        401.04        294.13
20        289.73        289.73        401.04        289.73
