cost        CG2        HBCS        ScaleStar
2        8623.05        13248.5        8627.51
3        6003.49        10010.37        6004.27
4        5005.03        7077.28        5179.95
5        4475.09        4885.55        5179.95
6        4143.66        4149.06        5179.95
7        3921.46        3993.57        5179.95
8        3756.84        3879        5179.95
9        3627.79        3802.14        5179.95
10        3523.46        3738.92        5179.95
11        3442.67        3685.82        5179.95
12        3371.51        3634.92        5179.95
13        3314.25        3592.43        5179.95
14        3266.86        3558.13        5179.95
15        3224.19        3527.38        5179.95
16        3188.37        3495.22        5179.95
17        3155.53        3475.91        5179.95
18        3127.64        3445.83        5179.95
19        3101.27        3421.37        5179.95
20        3078.31        3399.7        5179.95
21        3057.99        3057.99        5179.95
