cost        CG2        HBCS        ScaleStar
1        9256.96        14327.81        9266.45
2        6443.18        10949.49        6446.93
3        5378.98        7443.21        5565.7
4        4805.86        5162.77        5565.7
5        4449.8        4453.74        5565.7
6        4208.05        4293.42        5565.7
7        4032.08        4162.72        5565.7
8        3896.28        4073.94        5565.7
9        3784.62        4016.81        5565.7
10        3698.95        3963.69        5565.7
11        3625.61        3911.49        5565.7
12        3561.35        3853.22        5565.7
13        3508.38        3822.39        5565.7
14        3464.81        3787.5        5565.7
15        3426.14        3753.35        5565.7
16        3391.03        3727.53        5565.7
17        3360.44        3706.62        5565.7
18        3333.71        3688.92        5565.7
19        3307.89        3668.63        5565.7
20        3287.07        3287.07        5565.7
