cost        CG2        HBCS        ScaleStar
2        10400.68        16171.25        10407.48
3        7230.39        12081.66        7236.34
4        6038.55        8430.62        6248.07
5        5398.92        6218.62        6248.07
6        4994.79        5103.2        6248.07
7        4724.1        4835.81        6248.07
8        4527.52        4695.48        6248.07
9        4372.95        4580.98        6248.07
10        4250.38        4516.74        6248.07
11        4153.79        4447.57        6248.07
12        4070.59        4385.69        6248.07
13        4000.16        4326        6248.07
14        3941.15        4282.3        6248.07
15        3890.46        4257.07        6248.07
16        3847.36        4218.82        6248.07
17        3808.29        4188.75        6248.07
18        3773.69        4167.84        6248.07
19        3742.06        4133.16        6248.07
20        3714.61        4108.69        6248.07
21        3690.75        3690.75        6248.07
