cost        CG2        HBCS        ScaleStar
2        9975.85        15336.8        9981.59
3        6943.05        11773.45        6947.65
4        5796.33        8335.94        5997.99
5        5182.57        5774.68        5997.99
6        4798.06        4797.3        5997.99
7        4534.27        4634.39        5997.99
8        4348.28        4490.68        5997.99
9        4200.52        4394.26        5997.99
10        4083.09        4333.85        5997.99
11        3986.75        4270.58        5997.99
12        3907.17        4207.57        5997.99
13        3841.8        4163.73        5997.99
14        3784.61        4126.55        5997.99
15        3736.37        4085.48        5997.99
16        3695.51        4056.92        5997.99
17        3657.07        4032.14        5997.99
18        3624.27        3998.02        5997.99
19        3594.79        3963.9        5997.99
20        3566.7        3941.75        5997.99
21        3544.93        3544.93        5997.99
