cost        CG2        HBCS        ScaleStar
2        10528.51        16396.81        10540.41
3        7336.12        12294.6        7339.67
4        6119.63        8631.33        6333.34
5        5471.78        5903.58        6333.34
6        5067.12        5068.79        6333.34
7        4790.58        4901.53        6333.34
8        4590.54        4753.44        6333.34
9        4435.51        4631.09        6333.34
10        4308.49        4583.1        6333.34
11        4209.09        4519.78        6333.34
12        4126.33        4450.25        6333.34
13        4055.62        4388.94        6333.34
14        3997.33        4348.49        6333.34
15        3944.53        4311.06        6333.34
16        3900.69        4273.59        6333.34
17        3861.2        4238.5        6333.34
18        3826.99        4213.26        6333.34
19        3795.18        4185.78        6333.34
20        3766.79        4166.92        6333.34
21        3743.15        3743.15        6333.34
