cost        CG2        HBCS        ScaleStar
2        10500.1        15967.34        10516.04
3        7313.31        12322.89        7313.88
4        6101.42        8625.25        6311.05
5        5453.39        6032.39        6311.05
6        5049.23        5050.81        6311.05
7        4774.86        4877.74        6311.05
8        4572.78        4740.76        6311.05
9        4416.86        4632.79        6311.05
10        4290.83        4563.85        6311.05
11        4196.88        4495.44        6311.05
12        4110.47        4423.83        6311.05
13        4042.89        4378.78        6311.05
14        3983.92        4327.28        6311.05
15        3929.99        4295.23        6311.05
16        3886.59        4260.77        6311.05
17        3847.2        4232.51        6311.05
18        3811.94        4195.73        6311.05
19        3780.96        4178.49        6311.05
20        3752.51        4157.99        6311.05
21        3728.33        3728.33        6311.05
