cost        CG2        HBCS        ScaleStar
1        9380.76        14528.61        9392.88
2        6523.06        11134.48        6535.03
3        5457.41        7794.98        5639.98
4        4871.37        5531.88        5639.98
5        4509.87        4514.77        5639.98
6        4268.09        4356.76        5639.98
7        4086.19        4235.56        5639.98
8        3946.33        4132.73        5639.98
9        3836.7        4073.35        5639.98
10        3747.74        4014.11        5639.98
11        3674.15        3963.39        5639.98
12        3608.56        3897.16        5639.98
13        3555.34        3862.68        5639.98
14        3511.87        3845.56        5639.98
15        3471.68        3818.61        5639.98
16        3436.31        3777.83        5639.98
17        3404.91        3759.69        5639.98
18        3377.49        3738.15        5639.98
19        3351.78        3714.01        5639.98
20        3330.68        3330.68        5639.98
