cost        CG2        HBCS        ScaleStar
2        8914.93        13754.72        8927.68
3        6205.69        10549.88        6208.52
4        5178.89        7421.5        5357.18
5        4629.64        5215.77        5357.18
6        4284.07        4301.55        5357.18
7        4054.36        4138.21        5357.18
8        3881.5        4021.86        5357.18
9        3750.11        3943.91        5357.18
10        3645.33        3860.3        5357.18
11        3560.43        3807.31        5357.18
12        3489.49        3757.46        5357.18
13        3429.4        3722.85        5357.18
14        3379.01        3681.12        5357.18
15        3336.19        3645.87        5357.18
16        3298.68        3614.17        5357.18
17        3265.51        3586.06        5357.18
18        3235.61        3566.06        5357.18
19        3208.67        3544.39        5357.18
20        3184.76        3523.55        5357.18
21        3164.34        3164.34        5357.18
