cost        CG2        HBCS        ScaleStar
2        9363.49        14378.77        9383.25
3        6518.32        11089.38        6514.36
4        5433.44        7623.83        5619.2
5        4858.45        5524.03        5619.2
6        4499.24        4499.95        5619.2
7        4255.87        4347.49        5619.2
8        4076.38        4210.18        5619.2
9        3935.22        4120.4        5619.2
10        3826.4        4055.44        5619.2
11        3736.65        4000.29        5619.2
12        3660.89        3940.61        5619.2
13        3598.85        3898.61        5619.2
14        3545.41        3856.37        5619.2
15        3499.46        3827.6        5619.2
16        3460.44        3804.92        5619.2
17        3425.54        3769.72        5619.2
18        3394.75        3739.5        5619.2
19        3366.45        3724.74        5619.2
20        3341.25        3704.82        5619.2
21        3319.13        3675.86        5619.2
