cost        CG2        HBCS        ScaleStar
2        9541.76        14430.79        9557.91
3        6641.56        11452.07        6638.45
4        5536.17        7933.39        5726.5
5        4952.27        5584.54        5726.5
6        4585.82        4613.52        5726.5
7        4330.94        4424.85        5726.5
8        4151.28        4294.07        5726.5
9        4012.2        4199.75        5726.5
10        3898.71        4141.22        5726.5
11        3810.21        4086.56        5726.5
12        3732.31        4027.25        5726.5
13        3669.4        3964.57        5726.5
14        3615.21        3935.24        5726.5
15        3569.15        3900.83        5726.5
16        3529.85        3862.1        5726.5
17        3493.37        3849.87        5726.5
18        3461.89        3820.01        5726.5
19        3432.82        3791.44        5726.5
20        3407.17        3768.33        5726.5
21        3384.8        3384.8        5726.5
