cost        CG2        HBCS        ScaleStar
2        7820.19        11992.41        7841.51
3        5446.07        9256.27        5447.2
4        4541.77        6516.27        4698.28
5        4064.77        4464.75        4698.28
6        3759.63        3783.5        4698.28
7        3559.29        3623.03        4698.28
8        3406.57        3516.59        4698.28
9        3292.56        3445.98        4698.28
10        3201.77        3388.53        4698.28
11        3122.62        3337.49        4698.28
12        3061.84        3298.03        4698.28
13        3006.85        3249.7        4698.28
14        2964.52        3221.08        4698.28
15        2926.84        3200.85        4698.28
16        2892.84        3175.26        4698.28
17        2863.58        3150.29        4698.28
18        2838.27        3122.71        4698.28
19        2814.49        3108.03        4698.28
20        2792.06        3091.66        4698.28
21        2774.44        2774.44        4698.28
