cost        CG2        HBCS        ScaleStar
2        9663.21        14832.03        9674.26
3        6731.99        11474.56        6732.91
4        5613.92        7841.24        5813.07
5        5019.88        5650.84        5813.07
6        4646.56        4683.97        5813.07
7        4396.66        4500.08        5813.07
8        4214.29        4359.29        5813.07
9        4073.46        4275.07        5813.07
10        3957.32        4197.26        5813.07
11        3862.51        4147.78        5813.07
12        3785.83        4087.14        5813.07
13        3718.91        4025.96        5813.07
14        3664.32        3993.77        5813.07
15        3619.21        3952.65        5813.07
16        3577.65        3928        5813.07
17        3541.88        3899.92        5813.07
18        3510.1        3866.05        5813.07
19        3480.84        3839.58        5813.07
20        3453.91        3827.14        5813.07
21        3432.54        3432.54        5813.07
