cost        CG2        HBCS        ScaleStar
1        8486.95        12663.42        8498.42
2        5920.45        9114.36        5894.06
3        5024.23        7416.09        4990.86
4        4434.36        5321.51        4788.67
5        4073.37        4077.14        4788.67
6        3820.26        3863.07        4788.67
7        3657.09        3750.96        4788.67
8        3513.64        3694.79        4788.67
9        3398.23        3633.06        4788.67
10        3308.44        3564.13        4788.67
11        3237.25        3509.97        4788.67
12        3176.68        3468.49        4788.67
13        3124.39        3426.88        4788.67
14        3076.33        3395.23        4788.67
15        3036.82        3371.42        4788.67
16        3002.08        3339.51        4788.67
17        2971.5        3310.46        4788.67
18        2944.69        3285.44        4788.67
19        2918.63        3261.62        4788.67
20        2896.15        2896.15        4788.67
