cost        CG2        HBCS        ScaleStar
2        7973.9        11845.3        7982.61
3        5574        8701.85        5536.81
4        4718.54        6878.99        4687.23
5        4166.01        5008.53        4496.69
6        3823.8        3826.89        4496.69
7        3587.74        3634.63        4496.69
8        3431.67        3520.98        4496.69
9        3297.86        3472.38        4496.69
10        3191.2        3403.47        4496.69
11        3107.76        3338.48        4496.69
12        3040.97        3291.66        4496.69
13        2983.29        3256.15        4496.69
14        2934.74        3220.54        4496.69
15        2891.04        3195.95        4496.69
16        2851.38        3159.18        4496.69
17        2820.52        3138.64        4496.69
18        2790.8        3108.78        4496.69
19        2765.51        3090.44        4496.69
20        2740.71        3070.28        4496.69
21        2720.48        2720.48        4496.69
