cost        CG2        HBCS        ScaleStar
1        7541.61        11330.42        7547.35
2        5270.63        8354.67        5239.25
3        4498.65        6556.78        4432.1
4        3963.76        4732.68        4262.38
5        3619.05        3636.76        4262.38
6        3395.21        3426.57        4262.38
7        3245.01        3333.72        4262.38
8        3122.74        3277.5        4262.38
9        3021.78        3221.55        4262.38
10        2938.92        3163.6        4262.38
11        2875.1        3121.04        4262.38
12        2821.66        3066.82        4262.38
13        2776.05        3043.89        4262.38
14        2734.1        3013.79        4262.38
15        2697.79        2999.56        4262.38
16        2667.48        2974.23        4262.38
17        2639.56        2940.53        4262.38
18        2615.79        2922.22        4262.38
19        2592.61        2895.11        4262.38
20        2573.58        2573.58        4262.38
