cost        CG2        HBCS        ScaleStar
2        9186.04        13650.41        9201.34
3        6410.65        10017.35        6378.77
4        5396.45        7940.09        5404.18
5        4798.9        5946.95        5173.47
6        4406.4        4477.8        5173.47
7        4135.11        4181.62        5173.47
8        3953.78        4063.66        5173.47
9        3795.44        3989.87        5173.47
10        3674.35        3921.91        5173.47
11        3577.5        3852.72        5173.47
12        3501.55        3791.6        5173.47
13        3434.5        3739.51        5173.47
14        3378.46        3704.16        5173.47
15        3326.53        3679.63        5173.47
16        3283.58        3650.78        5173.47
17        3247.46        3610.92        5173.47
18        3213.19        3583.18        5173.47
19        3183.46        3561.22        5173.47
20        3154.72        3533.78        5173.47
21        3130.98        3130.98        5173.47
