cost        CG2        HBCS        ScaleStar
2        9674.25        14600.42        9679.35
3        6739.84        10444.6        6721.49
4        5686.55        8301.95        5694.2
5        5060.06        6183.96        5460.23
6        4641.9        4650.22        5460.23
7        4358.24        4409.54        5460.23
8        4162.39        4291.46        5460.23
9        4000.55        4209.11        5460.23
10        3872.51        4129.84        5460.23
11        3771.9        4070.04        5460.23
12        3690.33        3999.72        5460.23
13        3621.78        3940.85        5460.23
14        3561.5        3919.53        5460.23
15        3506.61        3878.01        5460.23
16        3460.03        3844.35        5460.23
17        3422.38        3795.45        5460.23
18        3386.42        3768.02        5460.23
19        3356.02        3749.15        5460.23
20        3326.78        3733.55        5460.23
21        3301.19        3301.19        5460.23
