cost        CG2        HBCS        ScaleStar
2        8149.44        12265        8154.11
3        5671.05        9148.58        5661.49
4        4822.86        6987.06        4790.02
5        4259.27        5072.79        4603.45
6        3910.7        3911.54        4603.45
7        3669        3713.63        4603.45
8        3511.68        3613.12        4603.45
9        3376.48        3555.7        4603.45
10        3263.81        3483.95        4603.45
11        3177.07        3420.63        4603.45
12        3108.18        3373.2        4603.45
13        3052.38        3330.11        4603.45
14        3000.68        3294.88        4603.45
15        2955.23        3265.95        4603.45
16        2917.37        3234.73        4603.45
17        2884.31        3211.61        4603.45
18        2853.74        3177.11        4603.45
19        2828.22        3153.65        4603.45
20        2803.2        3133.55        4603.45
21        2782.27        2782.27        4603.45
