cost        CG2        HBCS        ScaleStar
2        7039.61        10484.38        7049.39
3        4930.48        7623.42        4886.92
4        4165.3        6128.16        4131.2
5        3676.73        4375.61        3971.71
6        3375.92        3388.87        3971.71
7        3166.44        3187.65        3971.71
8        3023.22        3105.82        3971.71
9        2910.13        3049.78        3971.71
10        2816.96        2998.55        3971.71
11        2742.53        2951.37        3971.71
12        2684.12        2908.08        3971.71
13        2633.72        2864.55        3971.71
14        2588.47        2842.36        3971.71
15        2548.73        2815.61        3971.71
16        2516.62        2793.4        3971.71
17        2489.19        2769.74        3971.71
18        2462.86        2745.59        3971.71
19        2440.36        2723.18        3971.71
20        2419.1        2710.65        3971.71
21        2400.9        2400.9        3971.71
