cost        CG2        HBCS        ScaleStar
2        9090.61        13604.4        9095.29
3        6324.5        10174.04        6310.76
4        5349.41        7805.58        5353.87
5        4756.67        5831.21        5129.26
6        4362.49        4373.42        5129.26
7        4094.09        4138.24        5129.26
8        3917.31        4031.48        5129.26
9        3761.91        3957.92        5129.26
10        3640        3878.58        5129.26
11        3542.77        3818.26        5129.26
12        3468.91        3761.07        5129.26
13        3405.19        3699.76        5129.26
14        3346.94        3686.61        5129.26
15        3296.84        3649.12        5129.26
16        3253.39        3613.56        5129.26
17        3217.09        3575.17        5129.26
18        3183.81        3545.94        5129.26
19        3154.82        3524.91        5129.26
20        3125.96        3507.06        5129.26
21        3102.2        3102.2        5129.26
