cost        CG2        HBCS        ScaleStar
2        6792.08        10093.81        6799.09
3        4760.79        7253.18        4712.62
4        4019.59        5767.87        3983.04
5        3544.93        4116.46        3829.72
6        3258.6        3261.14        3829.72
7        3058.38        3085.77        3829.72
8        2920.61        3006.61        3829.72
9        2809.46        2944.58        3829.72
10        2722.19        2890.08        3829.72
11        2648.45        2847.45        3829.72
12        2588.96        2804.16        3829.72
13        2542.84        2767.41        3829.72
14        2498.53        2749.09        3829.72
15        2462.83        2709.86        3829.72
16        2428.96        2681.56        3829.72
17        2402.14        2665.88        3829.72
18        2376.48        2640.45        3829.72
19        2355.81        2625.21        3829.72
20        2335.33        2613.64        3829.72
21        2317.38        2317.38        3829.72
