cost        CG2        HBCS        ScaleStar
2        8043.36        12025.54        8044.42
3        5611.58        9038.61        5582.9
4        4742.18        6839.66        4731.76
5        4202.71        5059.48        4544.83
6        3856.55        3859.91        4544.83
7        3619.21        3659.24        4544.83
8        3457.8        3558.91        4544.83
9        3324.1        3503.14        4544.83
10        3219.28        3439.92        4544.83
11        3132.34        3369.04        4544.83
12        3066.01        3315.2        4544.83
13        3009.85        3276.09        4544.83
14        2960.2        3242.43        4544.83
15        2914.74        3211.13        4544.83
16        2876.38        3192        4544.83
17        2843.89        3181.27        4544.83
18        2814.75        3148.74        4544.83
19        2788.93        3112.91        4544.83
20        2764.64        3094.01        4544.83
21        2743.96        2743.96        4544.83
