cost        CG2        HBCS        ScaleStar
2        7392.1        11035.16        7393.38
3        5149.09        8115.63        5127.77
4        4374.71        6524.25        4343.33
5        3867.65        4576.12        4168.94
6        3545.91        3645.91        4168.94
7        3326.09        3359.62        4168.94
8        3182.2        3266.13        4168.94
9        3058.49        3206.86        4168.94
10        2955.79        3146.2        4168.94
11        2879.22        3101.57        4168.94
12        2816.18        3046.83        4168.94
13        2764.89        3010.11        4168.94
14        2718.08        2981.83        4168.94
15        2678.92        2955.19        4168.94
16        2641.65        2926.04        4168.94
17        2614.69        2904.11        4168.94
18        2585.77        2877.87        4168.94
19        2562.25        2861.15        4168.94
20        2539.69        2847.87        4168.94
21        2519.9        2519.9        4168.94
