cost        CG2        HBCS        ScaleStar
2        8475.74        12685.22        8477.01
3        5915.54        9314.94        5882.39
4        4997.43        7266.51        4983.72
5        4426.76        5425.44        4776.82
6        4066.23        4070.94        4776.82
7        3815.43        3849.32        4776.82
8        3645.45        3753.59        4776.82
9        3505        3686.85        4776.82
10        3393.17        3618.61        4776.82
11        3305.15        3567.06        4776.82
12        3231.64        3487.06        4776.82
13        3171.21        3453.67        4776.82
14        3117.47        3413.93        4776.82
15        3070.12        3394.62        4776.82
16        3030.53        3353.75        4776.82
17        2996.82        3330.1        4776.82
18        2965.43        3304.4        4776.82
19        2938.02        3284.34        4776.82
20        2912.39        3269.54        4776.82
21        2891.21        2891.21        4776.82
