cost        CG2        HBCS        ScaleStar
1        8587.01        12888.9        8592.96
2        5984.88        9621.89        5963.77
3        5066.31        7473.23        5052.82
4        4485.9        5424.87        4843.58
5        4119.54        4129.48        4843.58
6        3867.88        3910.23        4843.58
7        3699.75        3798.43        4843.58
8        3552.98        3733.83        4843.58
9        3437.4        3663.24        4843.58
10        3347.51        3598.91        4843.58
11        3275.13        3536.14        4843.58
12        3215.88        3501.44        4843.58
13        3160.41        3473.37        4843.58
14        3113.28        3434.12        4843.58
15        3072.5        3421.76        4843.58
16        3039.12        3387.64        4843.58
17        3006.72        3350.63        4843.58
18        2979.14        3332.22        4843.58
19        2953.27        3306.63        4843.58
20        2931.64        2931.64        4843.58
