cost        CG2        HBCS        ScaleStar
2        8283.94        12416.14        8285.85
3        5845.5        9237.57        5748.6
4        4882.91        7062.74        4865.45
5        4321.8        5103.24        4663.22
6        3969.44        3974.3        4663.22
7        3724.32        3770.91        4663.22
8        3560.4        3662.19        4663.22
9        3422.9        3600.03        4663.22
10        3311.9        3528.68        4663.22
11        3224.8        3478.12        4663.22
12        3156.56        3410.22        4663.22
13        3095.7        3380.64        4663.22
14        3044.62        3340.9        4663.22
15        2999.22        3303.07        4663.22
16        2959.4        3278.77        4663.22
17        2927.14        3250.49        4663.22
18        2896.51        3233.05        4663.22
19        2869.68        3212        4663.22
20        2843.98        3189.25        4663.22
21        2822.53        2822.53        4663.22
