cost        CG2        HBCS        ScaleStar
1        7783.49        11721.04        7784.34
2        5429.84        8379.41        5396.62
3        4632.79        6600.29        4568.68
4        4071.03        4803.35        4396.24
5        3728.35        3743.57        4396.24
6        3498.38        3537.99        4396.24
7        3352.68        3443.84        4396.24
8        3218.64        3377.72        4396.24
9        3112.05        3324.96        4396.24
10        3029.72        3265.06        4396.24
11        2961.07        3208.67        4396.24
12        2910.17        3164.48        4396.24
13        2860.97        3144.26        4396.24
14        2817.94        3109.22        4396.24
15        2781.16        3083.47        4396.24
16        2751.39        3063.92        4396.24
17        2720.99        3035.56        4396.24
18        2696.31        3015.15        4396.24
19        2672.79        2997.62        4396.24
20        2652.68        2652.68        4396.24
