cost        CG2        HBCS        ScaleStar
2        7524.66        11105.75        7532.6
3        5253.04        8412.86        5222.3
4        4473.23        6552.8        4427.05
5        3933.77        4728.88        4248.9
6        3611.27        3665.15        4248.9
7        3389.49        3434.59        4248.9
8        3239.89        3329.82        4248.9
9        3113.48        3267.68        4248.9
10        3012.81        3216.1        4248.9
11        2933.21        3164.01        4248.9
12        2868.85        3117.47        4248.9
13        2817.34        3069.92        4248.9
14        2769.37        3045.72        4248.9
15        2727.39        3013.04        4248.9
16        2692.41        2980.02        4248.9
17        2662.96        2955.93        4248.9
18        2634.83        2932.82        4248.9
19        2610.56        2916.64        4248.9
20        2587.93        2893.45        4248.9
21        2568.63        2568.63        4248.9
