cost        CG2        HBCS        ScaleStar
2        7629.62        11479.13        7632.6
3        5347.45        8272.76        5296.87
4        4518.34        6575.8        4490.08
5        3986.67        4831.67        4304.5
6        3662.12        3665.99        4304.5
7        3435.97        3482.9        4304.5
8        3284.72        3383.14        4304.5
9        3156.28        3318.44        4304.5
10        3056.05        3247.48        4304.5
11        2973.11        3202.74        4304.5
12        2909.87        3147.08        4304.5
13        2855.61        3115.24        4304.5
14        2809.23        3077.27        4304.5
15        2764.64        3046.21        4304.5
16        2729.57        3017.2        4304.5
17        2699.61        2998.1        4304.5
18        2670.17        2974.59        4304.5
19        2646.53        2954.73        4304.5
20        2622.7        2939.59        4304.5
21        2602.88        2602.88        4304.5
