cost        CG2        HBCS        ScaleStar
2        3623.38        4320.8        3661.62
3        2715.15        3543.26        2726.2
4        2367.92        2915.54        2383.22
5        2023.46        2413.54        2043.23
6        1768.68        1977.28        1768.32
7        1652.79        1866.42        1659.88
8        1536.98        1705.21        1536.34
9        1439.23        1448.22        1455.1
10        1380.4        1417.34        1455.1
11        1324.66        1383.41        1455.1
12        1275.67        1383.41        1455.1
13        1238.74        1374.06        1455.1
14        1207.87        1357.81        1455.1
15        1173.43        1330.57        1455.1
16        1147.62        1311.78        1455.1
17        1124.52        1310.3        1455.1
18        1104.74        1299.88        1455.1
19        1085.01        1269.39        1455.1
20        1068.28        1266.15        1455.1
21        1052.31        1052.31        1455.1
