cost        CG2        HBCS        ScaleStar
1        3521.45        4137.28        3526.12
2        2634.9        3421.58        2642.55
3        2301.06        2859.94        2308.29
4        1969.99        2167.61        1969.99
5        1714.14        1979.41        1712.51
6        1600.45        1836.18        1602.36
7        1488.32        1539.96        1491.01
8        1394.32        1399.88        1410.9
9        1337.73        1371.28        1410.9
10        1281.1        1346.78        1410.9
11        1232.55        1330.21        1410.9
12        1197.32        1317.97        1410.9
13        1164.34        1317.97        1410.9
14        1133.86        1292.31        1410.9
15        1110.61        1287.5        1410.9
16        1088.07        1263.42        1410.9
17        1067.78        1246.17        1410.9
18        1050.51        1232.79        1410.9
19        1034.32        1221.98        1410.9
20        1018.38        1018.38        1410.9
