cost        CG2        HBCS        ScaleStar
2        3324.52        3969.89        3335.15
3        2500.87        3221.25        2508.52
4        2179.58        2544.86        2188.71
5        1866.14        1976.43        1893.69
6        1628.21        1868.48        1628.49
7        1523.02        1852.54        1526.21
8        1417.27        1589.75        1421.59
9        1325.29        1330.11        1342.18
10        1272.09        1292.38        1342.18
11        1220.46        1267.41        1342.18
12        1173.68        1254.48        1342.18
13        1139.9        1254.48        1342.18
14        1108.11        1241.06        1342.18
15        1078.1        1223.06        1342.18
16        1056.02        1215.94        1342.18
17        1036.43        1201.42        1342.18
18        1016.49        1196.74        1342.18
19        998.78        1168.33        1342.18
20        983.41        1156.57        1342.18
21        968.02        968.02        1342.18
