cost        CG2        HBCS        ScaleStar
2        3084.98        3538.45        3083.28
3        2314.66        2913.28        2314.66
4        2017.8        2397.33        2021.2
5        1730.08        1873.09        1732.84
6        1501.64        1824.28        1501.64
7        1403.89        1659.31        1403.82
8        1324.24        1439.59        1306.07
9        1222.7        1228.54        1236.08
10        1172.01        1203.34        1236.08
11        1136.72        1187.23        1236.08
12        1079.74        1171.61        1236.08
13        1050.33        1159.89        1236.08
14        1027.61        1150.78        1236.08
15        993.53        1136.14        1236.08
16        971.97        1123.56        1236.08
17        956.58        1114.71        1236.08
18        937.32        1095.85        1236.08
19        920.14        1089.09        1236.08
20        905.92        1071.3        1236.08
21        893.01        893.01        1236.08
