cost        CG2        HBCS        ScaleStar
2        3109.65        3664.28        3120.7
3        2331.26        3023.8        2329.14
4        2032.91        2552.05        2039.08
5        1733.5        2103.68        1763.89
6        1512.43        1642.34        1512.22
7        1413.76        1653.03        1411.99
8        1314.52        1380.47        1319.83
9        1231.26        1258.17        1241.92
10        1178.77        1195.98        1241.92
11        1136.08        1191.54        1241.92
12        1087.25        1156.99        1241.92
13        1056.01        1156.99        1241.92
14        1032.7        1147.18        1241.92
15        1000.88        1138.8        1241.92
16        978.12        1116.91        1241.92
17        961.82        1111.14        1241.92
18        944.39        1098.32        1241.92
19        925.64        1088.07        1241.92
20        911.29        1083.83        1241.92
21        897.22        897.22        1241.92
