cost        CG2        HBCS        ScaleStar
2        2788.88        3303.83        2820.32
3        2094.64        2776.62        2103.42
4        1828.8        2173.33        1840.13
5        1563.81        1732.82        1575.57
6        1361.3        1584.42        1364.91
7        1271.27        1487.74        1274.6
8        1197.36        1256.68        1186.41
9        1111.08        1137.64        1125.35
10        1064.51        1081.62        1125.35
11        1027.13        1067.94        1125.35
12        983.21        1058.18        1125.35
13        953.58        1043.89        1125.35
14        933.36        1029.72        1125.35
15        900.73        1015.95        1125.35
16        882.72        1015.95        1125.35
17        868.09        1014.09        1125.35
18        848.51        1003.3        1125.35
19        835.53        990.31        1125.35
20        822.63        976.88        1125.35
21        810.2        810.2        1125.35
