cost        CG2        HBCS        ScaleStar
2        2853.28        3335.22        2881.89
3        2147.99        2780.18        2144.52
4        1873.15        2163.08        1869.19
5        1597.12        1866.5        1611.43
6        1392.83        1734.92        1396.45
7        1299.83        1476.35        1305.07
8        1208.74        1266.39        1214.97
9        1135        1136.15        1149.17
10        1090.2        1110.09        1149.17
11        1051.49        1093.46        1149.17
12        1004.64        1073.66        1149.17
13        975.47        1069.7        1149.17
14        951.54        1065.15        1149.17
15        924.56        1050.73        1149.17
16        904.63        1045.27        1149.17
17        887.48        1033.66        1149.17
18        869.71        1013.93        1149.17
19        855.61        1004.2        1149.17
20        842.9        988.71        1149.17
21        830.21        830.21        1149.17
