cost        CG2        HBCS        ScaleStar
2        3431.75        3873.11        3474.68
3        2574.1        3351.85        2579.84
4        2249.19        2774.06        2261.3
5        1928.31        2179.91        1927.25
6        1673.74        1928.1        1677.07
7        1565.08        1864.85        1566.43
8        1454.79        1668.28        1463.43
9        1365.22        1369.08        1382.68
10        1309.19        1329.2        1382.68
11        1255.11        1321.14        1382.68
12        1207.09        1301.95        1382.68
13        1171.9        1297.25        1382.68
14        1138.51        1274.86        1382.68
15        1108.32        1257.69        1382.68
16        1086.91        1250.25        1382.68
17        1066.28        1238.55        1382.68
18        1044.95        1219.05        1382.68
19        1028.05        1199.57        1382.68
20        1011.29        1199.57        1382.68
21        996.26        996.26        1382.68
