cost        CG2        HBCS        ScaleStar
2        3682.58        4366.61        3681.72
3        2748.42        3560.18        2749.06
4        2401.2        2881.24        2406.02
5        2047.81        2202.3        2057.3
6        1789.84        2084.58        1787.5
7        1669.56        1970.6        1672.75
8        1553.82        1628.34        1559.56
9        1455.58        1490.43        1470.88
10        1397.32        1420.8        1470.88
11        1339.02        1410.89        1470.88
12        1293.24        1390.85        1470.88
13        1250.51        1385.35        1470.88
14        1216.45        1370.46        1470.88
15        1184.84        1348.05        1470.88
16        1159.49        1339.1        1470.88
17        1135.77        1331.99        1470.88
18        1116.22        1302.27        1470.88
19        1096.01        1293.73        1470.88
20        1080.83        1287.72        1470.88
21        1062.63        1062.63        1470.88
