cost        CG2        HBCS        ScaleStar
2        3321.9        3968.54        3351.22
3        2494.42        3287.48        2498.25
4        2181.2        2606.2        2185.87
5        1856.71        2113.62        1870.03
6        1621.26        1864.79        1623.32
7        1515.58        1786.52        1514.87
8        1409.9        1458.49        1411.99
9        1322.95        1380.5        1334.42
10        1269.29        1290.44        1334.42
11        1221.34        1278.37        1334.42
12        1168.16        1253.93        1334.42
13        1134.45        1252.44        1334.42
14        1105.5        1241.73        1334.42
15        1075.77        1212.39        1334.42
16        1051.73        1212.39        1334.42
17        1032.45        1202.34        1334.42
18        1011.94        1185.02        1334.42
19        995.83        1174.37        1334.42
20        980.98        1158.86        1334.42
21        966.13        966.13        1334.42
