cost        CG2        HBCS        ScaleStar
2        2573.5        2937.94        2576.48
3        1937.06        2571.16        1937.63
4        1688.65        2058.61        1692.9
5        1434.71        1593.45        1444.63
6        1255.79        1484.01        1257.49
7        1174.54        1390.94        1173.98
8        1108.99        1101.09        1091.67
9        1024.52        1078.97        1038.4
10        983.33        996.68        1038.4
11        948.17        988.1        1038.4
12        908.36        979.17        1038.4
13        880.07        970.32        1038.4
14        857.8        955.14        1038.4
15        832.81        954.76        1038.4
16        814.77        933.97        1038.4
17        801.22        928.2        1038.4
18        785.64        910.74        1038.4
19        771.34        902.87        1038.4
20        759.69        898.23        1038.4
21        748.25        748.25        1038.4
