cost        CG2        HBCS        ScaleStar
2        2812.15        3241.19        2833.82
3        2106.65        2776.88        2106.65
4        1836.78        2209.29        1840.18
5        1569.66        1722.8        1588.79
6        1368.64        1636.88        1368.64
7        1278.68        1517.46        1281.8
8        1204.09        1199.98        1192.33
9        1119.52        1118.42        1127.88
10        1069.23        1082.02        1127.88
11        1030.77        1064.15        1127.88
12        991.36        1062.52        1127.88
13        957.79        1052.71        1127.88
14        934.76        1042.16        1127.88
15        907.83        1015.25        1127.88
16        887.93        1010.64        1127.88
17        872.45        1001.92        1127.88
18        856.1        1001.92        1127.88
19        840.27        999.12        1127.88
20        827.86        977.09        1127.88
21        814.83        814.83        1127.88
