cost        CG2        HBCS        ScaleStar
2        3319.78        3947.08        3340.18
3        2494        3327.42        2489.33
4        2172.7        2726.26        2183.29
5        1854.16        2022.25        1857.99
6        1619.21        1945.47        1619.39
7        1511.26        1705.55        1512.39
8        1404.44        1572.18        1405.89
9        1317.25        1326.84        1331.09
10        1263.77        1286.83        1331.09
11        1211.14        1267.1        1331.09
12        1161.75        1253.01        1331.09
13        1130.3        1229.28        1331.09
14        1102.66        1226.09        1331.09
15        1073.52        1226.09        1331.09
16        1049.08        1217.12        1331.09
17        1029.48        1195.76        1331.09
18        1008.56        1185.48        1331.09
19        991.67        1166.39        1331.09
20        976.9        1159.49        1331.09
21        962.54        962.54        1331.09
